onset	duration	trial_type	trial_number	event_code	response_time	response	result
59.7961392002	0.75	4	2.0	13	0.75	n/a	-20
60.5508591998	0.75	4	2.0	13	0.75	n/a	-20
61.3060834003	0.75	4	2.0	13	0.75	n/a	-20
62.0596047998	0.75	4	2.0	13	0.75	n/a	140
62.8296706001	1	4	2.0	9	n/a	n/a	80
62.8296706001	1	4	2.0	10	n/a	n/a	ONLL Correct
63.8364285999	n/a	4	2.0	7	n/a	n/a	16.5
64.7766002002	n/a	5	3.0	3	n/a	n/a	n/a
64.7766002002	9	5	3.0	4	n/a	n/a	9
73.7915403	2.5	5	3.0	5	n/a	n/a	2.5
74.0423528003	n/a	5_5_0	3.0	8	9.265752600040287	1.0	-20
74.2585271001	n/a	5_5_1	3.0	8	9.481926899868997	1.0	-40
74.4935091003	n/a	5_5_2	3.0	8	9.716908900067212	1.0	100
74.6924510002	n/a	5_5_3	3.0	8	9.915850799996406	1.0	80
74.8933529002	n/a	5_5_4	3.0	8	10.116752699948847	1.0	60
76.3080941001	 n/a	5	3.0	6	n/a	n/a	n/a
76.3105857	0.75	5	3.0	13	0.75	n/a	-20
77.0630371002	0.75	5	3.0	13	0.75	n/a	-20
77.8174485001	0.75	5	3.0	13	0.75	n/a	140
78.5717906002	0.75	5	3.0	13	0.75	n/a	-20
79.3256808999	0.75	5	3.0	13	0.75	n/a	-20
80.1001940002	1	5	3.0	9	n/a	n/a	60
80.1001940002	1	5	3.0	10	n/a	n/a	Aversive Pruning
81.1073588999	n/a	5	3.0	7	n/a	n/a	17.25
82.0243350002	n/a	5	4.0	3	n/a	n/a	n/a
82.0243350002	9	5	4.0	4	n/a	n/a	9
91.0395487999	2.5	5	4.0	5	n/a	n/a	2.5
91.5895632999	n/a	2_5_0	4.0	8	9.565228299703447	1.0	-20
91.8407029998	n/a	2_5_1	4.0	8	9.816367999650536	1.0	-40
92.0571822999	n/a	2_5_2	4.0	8	10.032847299706189	1.0	-60
92.3067712002	n/a	2_5_3	4.0	8	10.282436199951915	-1.0	-130
92.5236539003	n/a	2_5_4	4.0	8	10.499318900052456	1.0	10
93.5399618	 n/a	5	4.0	6	n/a	n/a	n/a
93.5421932	0.75	5	4.0	13	0.75	n/a	-20
94.2964309999	0.75	5	4.0	13	0.75	n/a	-20
95.0490706	0.75	5	4.0	13	0.75	n/a	-20
95.8026470998	0.75	5	4.0	13	0.75	n/a	-70
96.5550676999	0.75	5	4.0	13	0.75	n/a	140
97.3260468002	1	5	4.0	9	n/a	n/a	10
97.3260468002	1	5	4.0	10	n/a	n/a	OLL Correct
98.3342881002	n/a	5	4.0	7	n/a	n/a	17.25
99.2718968	n/a	5	5.0	3	n/a	n/a	n/a
99.2718968	9	5	5.0	4	n/a	n/a	9
108.28752	2.5	5	5.0	5	n/a	n/a	2.5
108.5872621	n/a	6_5_0	5.0	8	9.315365300048144	1.0	-20
108.8382155	n/a	6_5_1	5.0	8	9.56631870009005	1.0	120
109.0382016	n/a	6_5_2	5.0	8	9.766304799821226	1.0	100
109.6375662	n/a	6_5_3	5.0	8	10.365669399965554	1.0	80
109.8715843	n/a	6_5_4	5.0	8	10.599687499925494	-1.0	100
110.8039301	 n/a	5	5.0	6	n/a	n/a	n/a
110.8059487	0.75	5	5.0	13	0.75	n/a	-20
111.5605917	0.75	5	5.0	13	0.75	n/a	140
112.3134723	0.75	5	5.0	13	0.75	n/a	-20
113.0668106	0.75	5	5.0	13	0.75	n/a	-20
113.8204463	0.75	5	5.0	13	0.75	n/a	20
114.5891678	1	5	5.0	9	n/a	n/a	100
114.5891678	1	5	5.0	10	n/a	n/a	Aversive Pruning
115.5966232	n/a	5	5.0	7	n/a	n/a	17.25
116.5198581	n/a	3	6.0	3	n/a	n/a	n/a
116.5198581	9	3	6.0	4	n/a	n/a	9
125.5352263	2.5	3	6.0	5	n/a	n/a	2.5
125.9526819	n/a	5_3_0	6.0	8	9.432823800016196	1.0	-20
126.1857494	n/a	5_3_1	6.0	8	9.665891299955547	1.0	-40
126.3687598	n/a	5_3_2	6.0	8	9.848901700228453	1.0	100
128.0522361	 n/a	3	6.0	6	n/a	n/a	n/a
128.0556607	0.75	3	6.0	13	0.75	n/a	-20
128.8095907	0.75	3	6.0	13	0.75	n/a	-20
129.5628876	0.75	3	6.0	13	0.75	n/a	140
130.3329361	1	3	6.0	9	n/a	n/a	100
130.3329361	1	3	6.0	10	n/a	n/a	ONLL Correct
131.3393439	n/a	3	6.0	7	n/a	n/a	15.75
132.2674179	n/a	3	7.0	3	n/a	n/a	n/a
132.2674179	9	3	7.0	4	n/a	n/a	9
141.2832778	2.5	3	7.0	5	n/a	n/a	2.5
141.7837284	n/a	3_3_0	7.0	8	9.516310499981047	1.0	-20
142.0001347	n/a	3_3_1	7.0	8	9.732716799713673	-1.0	0
142.217092	n/a	3_3_2	7.0	8	9.949674099683762	1.0	-20
143.7993423	 n/a	3	7.0	6	n/a	n/a	n/a
143.8014748	0.75	3	7.0	13	0.75	n/a	-20
144.5539023	0.75	3	7.0	13	0.75	n/a	20
145.3068668	0.75	3	7.0	13	0.75	n/a	-20
146.0816943	1	3	7.0	9	n/a	n/a	-20
146.0816943	1	3	7.0	10	n/a	n/a	Aversive Pruning
147.0887428	n/a	3	7.0	7	n/a	n/a	15.75
148.0155003	n/a	4	8.0	3	n/a	n/a	n/a
148.0155003	9	4	8.0	4	n/a	n/a	9
157.0317191	2.5	4	8.0	5	n/a	n/a	2.5
157.2823221	n/a	5_4_0	8.0	8	9.266821799799802	1.0	-20
157.4821883	n/a	5_4_1	8.0	8	9.466688000131398	1.0	-40
157.6654691	n/a	5_4_2	8.0	8	9.649968800134957	1.0	100
157.8657918	n/a	5_4_3	8.0	8	9.850291499868037	1.0	80
159.5473739	 n/a	4	8.0	6	n/a	n/a	n/a
159.5505396	0.75	4	8.0	13	0.75	n/a	-20
160.3047999	0.75	4	8.0	13	0.75	n/a	-20
161.0576768	0.75	4	8.0	13	0.75	n/a	140
161.8106128	0.75	4	8.0	13	0.75	n/a	-20
162.5840863	1	4	8.0	9	n/a	n/a	80
162.5840863	1	4	8.0	10	n/a	n/a	ONLL Correct
163.5925325	n/a	4	8.0	7	n/a	n/a	16.5
164.5286107	n/a	3	9.0	3	n/a	n/a	n/a
164.5286107	9	3	9.0	4	n/a	n/a	9
173.5288926	2.5	3	9.0	5	n/a	n/a	2.5
174.6299163	n/a	6_3_0	9.0	8	10.101305599790066	1.0	-20
175.0129713	n/a	6_3_1	9.0	8	10.484360599890351	1.0	120
176.0584039	1	3	9.0	9	n/a	n/a	-200
176.0584039	1	3	9.0	10	n/a	n/a	Miss
177.0644803	n/a	3	9.0	7	n/a	n/a	15.75
180.2764569	n/a	5	10.0	3	n/a	n/a	n/a
180.2764569	9	5	10.0	4	n/a	n/a	9
189.2773864	2.5	5	10.0	5	n/a	n/a	2.5
189.6949649	n/a	3_5_0	10.0	8	9.418508000206204	1.0	-20
189.9109261	n/a	3_5_1	10.0	8	9.63446919992566	1.0	-40
190.1118625	n/a	3_5_2	10.0	8	9.835405600257216	1.0	-60
190.2942788	n/a	3_5_3	10.0	8	10.017821900080891	1.0	-80
190.4941359	n/a	3_5_4	10.0	8	10.217678999993948	1.0	60
191.7936682	 n/a	5	10.0	6	n/a	n/a	n/a
191.7962325	0.75	5	10.0	13	0.75	n/a	-20
192.5501368	0.75	5	10.0	13	0.75	n/a	-20
193.3032302	0.75	5	10.0	13	0.75	n/a	-20
194.056689	0.75	5	10.0	13	0.75	n/a	-20
194.8087756	0.75	5	10.0	13	0.75	n/a	140
195.5780724	1	5	10.0	9	n/a	n/a	60
195.5780724	1	5	10.0	10	n/a	n/a	ONLL Correct
196.5838383	n/a	5	10.0	7	n/a	n/a	17.25
197.5260587	n/a	4	11.0	3	n/a	n/a	n/a
197.5260587	9	4	11.0	4	n/a	n/a	9
206.5413638	2.5	4	11.0	5	n/a	n/a	2.5
206.9258324	n/a	1_4_0	11.0	8	9.399773700162767	1.0	140
207.1091067	n/a	1_4_1	11.0	8	9.583048000000415	1.0	120
207.3089744	n/a	1_4_2	11.0	8	9.782915700227024	1.0	100
207.525385	n/a	1_4_3	11.0	8	9.999326300341638	-1.0	120
209.0426733	 n/a	4	11.0	6	n/a	n/a	n/a
209.0449233	0.75	4	11.0	13	0.75	n/a	140
209.7994816	0.75	4	11.0	13	0.75	n/a	-20
210.5539073	0.75	4	11.0	13	0.75	n/a	-20
211.3065425	0.75	4	11.0	13	0.75	n/a	20
212.0806716	1	4	11.0	9	n/a	n/a	120
212.0806716	1	4	11.0	10	n/a	n/a	Aversive Pruning
213.0881963	n/a	4	11.0	7	n/a	n/a	16.5
214.0243108	n/a	4	12.0	3	n/a	n/a	n/a
214.0243108	9	4	12.0	4	n/a	n/a	9
223.0399141	2.5	4	12.0	5	n/a	n/a	2.5
223.30659	n/a	3_4_0	12.0	8	9.282279199920596	1.0	-20
223.5407554	n/a	3_4_1	12.0	8	9.516444599721579	1.0	-40
223.75799	n/a	3_4_2	12.0	8	9.733679199591279	-1.0	-110
223.9734694	n/a	3_4_3	12.0	8	9.949158599600196	1.0	30
225.5557192	 n/a	4	12.0	6	n/a	n/a	n/a
225.5579466	0.75	4	12.0	13	0.75	n/a	-20
226.3113612	0.75	4	12.0	13	0.75	n/a	-20
227.0644205	0.75	4	12.0	13	0.75	n/a	-70
227.8176861	0.75	4	12.0	13	0.75	n/a	140
228.5883061	1	4	12.0	9	n/a	n/a	30
228.5883061	1	4	12.0	10	n/a	n/a	OLL Correct
229.5952879	n/a	4	12.0	7	n/a	n/a	16.5
230.5221058	n/a	5	13.0	3	n/a	n/a	n/a
230.5221058	9	5	13.0	4	n/a	n/a	9
239.5372071	2.5	5	13.0	5	n/a	n/a	2.5
240.3218419	n/a	4_5_0	13.0	8	9.799736100248992	1.0	-20
240.5885019	n/a	4_5_1	13.0	8	10.066396099980919	1.0	-40
240.8209793	n/a	4_5_2	13.0	8	10.298873499967158	1.0	-60
241.0382315	n/a	4_5_3	13.0	8	10.516125699970873	1.0	80
241.2381618	n/a	4_5_4	13.0	8	10.716055999975653	1.0	60
242.053528	 n/a	5	13.0	6	n/a	n/a	n/a
242.0556203	0.75	5	13.0	13	0.75	n/a	-20
242.8095147	0.75	5	13.0	13	0.75	n/a	-20
243.5616939	0.75	5	13.0	13	0.75	n/a	-20
244.3148167	0.75	5	13.0	13	0.75	n/a	140
245.0682199	0.75	5	13.0	13	0.75	n/a	-20
245.8432225	1	5	13.0	9	n/a	n/a	60
245.8432225	1	5	13.0	10	n/a	n/a	ONLL Correct
246.8503308	n/a	5	13.0	7	n/a	n/a	17.25
247.7702925	n/a	3	14.0	3	n/a	n/a	n/a
247.7702925	9	3	14.0	4	n/a	n/a	9
256.7852512	2.5	3	14.0	5	n/a	n/a	2.5
257.4194582	n/a	2_3_0	14.0	8	9.64916570018977	1.0	-20
257.8698246	n/a	2_3_1	14.0	8	10.099532099906355	1.0	-40
258.2528194	n/a	2_3_2	14.0	8	10.482526900246741	-1.0	-20
259.3017917	 n/a	3	14.0	6	n/a	n/a	n/a
259.3040804	0.75	3	14.0	13	0.75	n/a	-20
260.0580586	0.75	3	14.0	13	0.75	n/a	-20
260.8128454	0.75	3	14.0	13	0.75	n/a	20
261.586008	1	3	14.0	9	n/a	n/a	-20
261.586008	1	3	14.0	10	n/a	n/a	Aversive Pruning
262.5929596	n/a	3	14.0	7	n/a	n/a	15.75
263.5173588	n/a	3	15.0	3	n/a	n/a	n/a
263.5173588	9	3	15.0	4	n/a	n/a	9
272.5334425	2.5	3	15.0	5	n/a	n/a	2.5
272.8840459	n/a	1_3_0	15.0	8	9.366687099914998	1.0	140
273.134046	n/a	1_3_1	15.0	8	9.616687200032176	1.0	120
273.3498368	n/a	1_3_2	15.0	8	9.832478000316767	1.0	100
275.0493322	 n/a	3	15.0	6	n/a	n/a	n/a
275.0515633	0.75	3	15.0	13	0.75	n/a	140
275.8053095	0.75	3	15.0	13	0.75	n/a	-20
276.5591907	0.75	3	15.0	13	0.75	n/a	-20
277.3290597	1	3	15.0	9	n/a	n/a	100
277.3290597	1	3	15.0	10	n/a	n/a	ONLL Correct
278.3363211	n/a	3	15.0	7	n/a	n/a	15.75
279.2658732	n/a	4	16.0	3	n/a	n/a	n/a
279.2658732	9	4	16.0	4	n/a	n/a	9
288.2811837	2.5	4	16.0	5	n/a	n/a	2.5
288.598308	n/a	6_4_0	16.0	8	9.332434799987825	1.0	-20
288.8316726	n/a	6_4_1	16.0	8	9.565799399744721	1.0	120
289.1151838	n/a	6_4_2	16.0	8	9.849310599733144	1.0	100
289.3986008	n/a	6_4_3	16.0	8	10.132727599702775	1.0	80
290.7977036	 n/a	4	16.0	6	n/a	n/a	n/a
290.8002797	0.75	4	16.0	13	0.75	n/a	-20
291.554151	0.75	4	16.0	13	0.75	n/a	140
292.3070982	0.75	4	16.0	13	0.75	n/a	-20
293.0618075	0.75	4	16.0	13	0.75	n/a	-20
293.8351017	1	4	16.0	9	n/a	n/a	80
293.8351017	1	4	16.0	10	n/a	n/a	ONLL Correct
294.8438201	n/a	4	16.0	7	n/a	n/a	16.5
295.7786549	n/a	5	17.0	3	n/a	n/a	n/a
295.7786549	9	5	17.0	4	n/a	n/a	9
304.779244	2.5	5	17.0	5	n/a	n/a	2.5
305.2459232	n/a	1_5_0	17.0	8	9.467268300242724	1.0	140
305.7796739	n/a	1_5_1	17.0	8	10.001019000075758	1.0	120
306.1123799	n/a	1_5_2	17.0	8	10.333725000265988	1.0	100
306.3962611	n/a	1_5_3	17.0	8	10.617606200277804	-1.0	120
306.662923	n/a	1_5_4	17.0	8	10.884268099907787	1.0	100
307.2959036	 n/a	5	17.0	6	n/a	n/a	n/a
307.298369	0.75	5	17.0	13	0.75	n/a	140
308.0511738	0.75	5	17.0	13	0.75	n/a	-20
308.8052817	0.75	5	17.0	13	0.75	n/a	-20
309.5585625	0.75	5	17.0	13	0.75	n/a	20
310.3130023	0.75	5	17.0	13	0.75	n/a	-20
311.0819843	1	5	17.0	9	n/a	n/a	100
311.0819843	1	5	17.0	10	n/a	n/a	OLL Error
312.0892084	n/a	5	17.0	7	n/a	n/a	17.25
313.028402	n/a	3	18.0	3	n/a	n/a	n/a
313.028402	9	3	18.0	4	n/a	n/a	9
322.0437767	2.5	3	18.0	5	n/a	n/a	2.5
322.4279664	n/a	2_3_0	18.0	8	9.399564399849623	1.0	-20
322.7768528	n/a	2_3_1	18.0	8	9.74845079984516	1.0	-40
323.0275846	n/a	2_3_2	18.0	8	9.999182600062339	1.0	-60
324.5599861	 n/a	3	18.0	6	n/a	n/a	n/a
324.5617767	0.75	3	18.0	13	0.75	n/a	-20
325.315219	0.75	3	18.0	13	0.75	n/a	-20
326.069112	0.75	3	18.0	13	0.75	n/a	-20
326.8368798	1	3	18.0	9	n/a	n/a	-60
326.8368798	1	3	18.0	10	n/a	n/a	OLL Error
327.8441464	n/a	3	18.0	7	n/a	n/a	15.75
328.7757728	n/a	5	19.0	3	n/a	n/a	n/a
328.7757728	9	5	19.0	4	n/a	n/a	9
337.7913881	2.5	5	19.0	5	n/a	n/a	2.5
338.1090734	n/a	4_5_0	19.0	8	9.333300599828364	1.0	-20
338.4257073	n/a	4_5_1	19.0	8	9.649934499990195	1.0	-40
338.6924291	n/a	4_5_2	19.0	8	9.916656299959866	1.0	-60
338.9590335	n/a	4_5_3	19.0	8	10.183260699734092	1.0	80
339.1587837	n/a	4_5_4	19.0	8	10.38301089964807	1.0	60
340.291496	 n/a	5	19.0	6	n/a	n/a	n/a
340.2941641	0.75	5	19.0	13	0.75	n/a	-20
341.0474187	0.75	5	19.0	13	0.75	n/a	-20
341.8011291	0.75	5	19.0	13	0.75	n/a	-20
342.5561379	0.75	5	19.0	13	0.75	n/a	140
343.3097882	0.75	5	19.0	13	0.75	n/a	-20
344.0819389	1	5	19.0	9	n/a	n/a	60
344.0819389	1	5	19.0	10	n/a	n/a	ONLL Correct
345.0890439	n/a	5	19.0	7	n/a	n/a	17.25
346.0241591	n/a	5	20.0	3	n/a	n/a	n/a
346.0241591	9	5	20.0	4	n/a	n/a	9
355.0398641	2.5	5	20.0	5	n/a	n/a	2.5
355.2891214	n/a	2_5_0	20.0	8	9.264962300192565	1.0	-20
355.5064578	n/a	2_5_1	20.0	8	9.482298700138928	1.0	-40
355.7234471	n/a	2_5_2	20.0	8	9.699288000352679	1.0	-60
356.2234895	n/a	2_5_3	20.0	8	10.199330400209872	-1.0	-130
356.4393266	n/a	2_5_4	20.0	8	10.415167500264944	1.0	10
357.5562243	 n/a	5	20.0	6	n/a	n/a	n/a
357.5591415	0.75	5	20.0	13	0.75	n/a	-20
358.3134705	0.75	5	20.0	13	0.75	n/a	-20
359.0677435	0.75	5	20.0	13	0.75	n/a	-20
359.8214409	0.75	5	20.0	13	0.75	n/a	-70
360.5745035	0.75	5	20.0	13	0.75	n/a	140
361.3459474	1	5	20.0	9	n/a	n/a	10
361.3459474	1	5	20.0	10	n/a	n/a	OLL Correct
362.3523011	n/a	5	20.0	7	n/a	n/a	17.25
363.2717285	n/a	4	21.0	3	n/a	n/a	n/a
363.2717285	9	4	21.0	4	n/a	n/a	9
372.2870386	2.5	4	21.0	5	n/a	n/a	2.5
372.5381391	n/a	5_4_0	21.0	8	9.26641059992835	1.0	-20
372.7711096	n/a	5_4_1	21.0	8	9.499381099827588	1.0	-40
372.9711154	n/a	5_4_2	21.0	8	9.699386899825186	1.0	100
373.1704738	n/a	5_4_3	21.0	8	9.898745299782604	1.0	80
374.8035671	 n/a	4	21.0	6	n/a	n/a	n/a
374.8061017	0.75	4	21.0	13	0.75	n/a	-20
375.5598682	0.75	4	21.0	13	0.75	n/a	-20
376.3140742	0.75	4	21.0	13	0.75	n/a	140
377.0684541	0.75	4	21.0	13	0.75	n/a	-20
377.8398631	1	4	21.0	9	n/a	n/a	80
377.8398631	1	4	21.0	10	n/a	n/a	ONLL Correct
378.8458971	n/a	4	21.0	7	n/a	n/a	16.5
379.7694275	n/a	4	22.0	3	n/a	n/a	n/a
379.7694275	9	4	22.0	4	n/a	n/a	9
388.7849643	2.5	4	22.0	5	n/a	n/a	2.5
388.8696362	n/a	4_4_0	22.0	8	9.100208699703217	1.0	-20
389.1691133	n/a	4_4_1	22.0	8	9.399685800075533	1.0	-40
389.4358285	n/a	4_4_2	22.0	8	9.666400999762116	1.0	-60
389.685047	n/a	4_4_3	22.0	8	9.915619499981405	1.0	80
391.3019184	 n/a	4	22.0	6	n/a	n/a	n/a
391.3047331	0.75	4	22.0	13	0.75	n/a	-20
392.0595207	0.75	4	22.0	13	0.75	n/a	-20
392.8124102	0.75	4	22.0	13	0.75	n/a	-20
393.5659774	0.75	4	22.0	13	0.75	n/a	140
394.3392448	1	4	22.0	9	n/a	n/a	80
394.3392448	1	4	22.0	10	n/a	n/a	ONLL Correct
395.3468485	n/a	4	22.0	7	n/a	n/a	16.5
396.2672792	n/a	3	23.0	3	n/a	n/a	n/a
396.2672792	9	3	23.0	4	n/a	n/a	9
405.2828607	2.5	3	23.0	5	n/a	n/a	2.5
405.6008765	n/a	6_3_0	23.0	8	9.33359729964286	1.0	-20
405.882727	n/a	6_3_1	23.0	8	9.615447799675168	1.0	120
406.1167726	n/a	6_3_2	23.0	8	9.84949339972809	1.0	100
407.7997531	 n/a	3	23.0	6	n/a	n/a	n/a
407.8024964	0.75	3	23.0	13	0.75	n/a	-20
408.5555596	0.75	3	23.0	13	0.75	n/a	140
409.3087369	0.75	3	23.0	13	0.75	n/a	-20
410.0851381	1	3	23.0	9	n/a	n/a	100
410.0851381	1	3	23.0	10	n/a	n/a	ONLL Correct
411.0925773	n/a	3	23.0	7	n/a	n/a	15.75
412.0159133	n/a	4	24.0	3	n/a	n/a	n/a
412.0159133	9	4	24.0	4	n/a	n/a	9
421.0306796	2.5	4	24.0	5	n/a	n/a	2.5
421.3149146	n/a	1_4_0	24.0	8	9.299001299776137	1.0	140
421.5976412	n/a	1_4_1	24.0	8	9.581727899610996	1.0	120
421.8811949	n/a	1_4_2	24.0	8	9.865281600039454	1.0	100
422.1487064	n/a	1_4_3	24.0	8	10.132793099619446	-1.0	120
423.5470368	 n/a	4	24.0	6	n/a	n/a	n/a
423.5483014	0.75	4	24.0	13	0.75	n/a	140
424.3018012	0.75	4	24.0	13	0.75	n/a	-20
425.0567581	0.75	4	24.0	13	0.75	n/a	-20
425.8112775	0.75	4	24.0	13	0.75	n/a	20
426.5853395	1	4	24.0	9	n/a	n/a	120
426.5853395	1	4	24.0	10	n/a	n/a	Aversive Pruning
427.5922553	n/a	4	24.0	7	n/a	n/a	16.5
428.5140821	n/a	3	25.0	3	n/a	n/a	n/a
428.5140821	9	3	25.0	4	n/a	n/a	9
437.5290706	2.5	3	25.0	5	n/a	n/a	2.5
438.1792155	n/a	4_3_0	25.0	8	9.665133399888873	1.0	-20
438.5628167	n/a	4_3_1	25.0	8	10.048734599724412	-1.0	-90
438.8794586	n/a	4_3_2	25.0	8	10.36537649994716	1.0	50
440.045745	 n/a	3	25.0	6	n/a	n/a	n/a
440.0484671	0.75	3	25.0	13	0.75	n/a	-20
440.8015305	0.75	3	25.0	13	0.75	n/a	-70
441.5565668	0.75	3	25.0	13	0.75	n/a	140
442.3260069	1	3	25.0	9	n/a	n/a	50
442.3260069	1	3	25.0	10	n/a	n/a	OLL Correct
443.3330648	n/a	3	25.0	7	n/a	n/a	15.75
444.2762136	n/a	5	26.0	3	n/a	n/a	n/a
444.2762136	9	5	26.0	4	n/a	n/a	9
453.2772256	2.5	5	26.0	5	n/a	n/a	2.5
453.8784229	n/a	6_5_0	26.0	8	9.60220930026844	1.0	-20
454.2442153	n/a	6_5_1	26.0	8	9.968001700006424	1.0	120
454.6442551	n/a	6_5_2	26.0	8	10.368041500449179	1.0	100
455.0605197	n/a	6_5_3	26.0	8	10.784306100104002	-1.0	30
455.3944355	n/a	6_5_4	26.0	8	11.118221900425851	1.0	10
455.7934876	 n/a	5	26.0	6	n/a	n/a	n/a
455.7969687	0.75	5	26.0	13	0.75	n/a	-20
456.5501436	0.75	5	26.0	13	0.75	n/a	140
457.3046349	0.75	5	26.0	13	0.75	n/a	-20
458.0589859	0.75	5	26.0	13	0.75	n/a	-70
458.811585	0.75	5	26.0	13	0.75	n/a	-20
459.5858575	1	5	26.0	9	n/a	n/a	10
459.5858575	1	5	26.0	10	n/a	n/a	OLL Error
460.5930996	n/a	5	26.0	7	n/a	n/a	17.25
461.5262852	n/a	3	27.0	3	n/a	n/a	n/a
461.5262852	9	3	27.0	4	n/a	n/a	9
470.5411805	2.5	3	27.0	5	n/a	n/a	2.5
470.9255512	n/a	5_3_0	27.0	8	9.399266000371426	1.0	-20
471.1750056	n/a	5_3_1	27.0	8	9.648720399942247	1.0	-40
471.4082316	n/a	5_3_2	27.0	8	9.881946400273591	1.0	100
473.0570019	 n/a	3	27.0	6	n/a	n/a	n/a
473.058028	0.75	3	27.0	13	0.75	n/a	-20
473.8113592	0.75	3	27.0	13	0.75	n/a	-20
474.5641229	0.75	3	27.0	13	0.75	n/a	140
475.3389983	1	3	27.0	9	n/a	n/a	100
475.3389983	1	3	27.0	10	n/a	n/a	ONLL Correct
476.3462489	n/a	3	27.0	7	n/a	n/a	15.75
477.2741474	n/a	3	28.0	3	n/a	n/a	n/a
477.2741474	9	3	28.0	4	n/a	n/a	9
486.2895316	2.5	3	28.0	5	n/a	n/a	2.5
486.7903566	n/a	3_3_0	28.0	8	9.516209200024603	1.0	-20
487.1064188	n/a	3_3_1	28.0	8	9.832271399907768	-1.0	0
487.4066255	n/a	3_3_2	28.0	8	10.13247809978202	1.0	-20
488.8060213	 n/a	3	28.0	6	n/a	n/a	n/a
488.8073036	0.75	3	28.0	13	0.75	n/a	-20
489.5606579	0.75	3	28.0	13	0.75	n/a	20
490.3139119	0.75	3	28.0	13	0.75	n/a	-20
491.0837077	1	3	28.0	9	n/a	n/a	-20
491.0837077	1	3	28.0	10	n/a	n/a	Aversive Pruning
492.09106	n/a	3	28.0	7	n/a	n/a	15.75
493.0216264	n/a	5	29.0	3	n/a	n/a	n/a
493.0216264	9	5	29.0	4	n/a	n/a	9
502.0376702	2.5	5	29.0	5	n/a	n/a	2.5
502.4376542	n/a	3_5_0	29.0	8	9.416027800180018	1.0	-20
502.6389093	n/a	3_5_1	29.0	8	9.617282900027929	1.0	-40
502.8539774	n/a	3_5_2	29.0	8	9.83235100004822	1.0	-60
503.0382866	n/a	3_5_3	29.0	8	10.016660200431943	1.0	-80
503.2380592	n/a	3_5_4	29.0	8	10.216432800050823	1.0	60
504.5537492	 n/a	5	29.0	6	n/a	n/a	n/a
504.5561447	0.75	5	29.0	13	0.75	n/a	-20
505.3097031	0.75	5	29.0	13	0.75	n/a	-20
506.0632067	0.75	5	29.0	13	0.75	n/a	-20
506.8172836	0.75	5	29.0	13	0.75	n/a	-20
507.5721671	0.75	5	29.0	13	0.75	n/a	140
508.3446777	1	5	29.0	9	n/a	n/a	60
508.3446777	1	5	29.0	10	n/a	n/a	ONLL Correct
